,NumberOfFatomsOnSameCarbon,NMR_Peak,SMILES,Compound name,Sovelnt_used_for_NMR
2_SO3H_9,2,-81.05,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
3_SO3H_9,2,-81.05,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
5_SO3H_9,2,-126.28,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
6_SO3H_9,2,-126.28,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
8_SO3H_9,2,-123.63,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
9_SO3H_9,2,-123.63,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
11_SO3H_9,2,-122.95,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
12_SO3H_9,2,-122.95,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
14_SO3H_9,2,-121.98,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
15_SO3H_9,3,-121.98,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
17_SO3H_9,3,-114.47,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
18_SO3H_9,3,-114.47,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CS,"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptane-1-thiol",CDCl3
7_SO3H_10,2,-113.65,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
8_SO3H_10,2,-113.65,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
10_SO3H_10,2,-121.79,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
11_SO3H_10,2,-121.79,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
13_SO3H_10,2,-122.79,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
14_SO3H_10,2,-122.79,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
16_SO3H_10,2,-123.17,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
17_SO3H_10,2,-123.17,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
19_SO3H_10,2,-126.07,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
20_SO3H_10,2,-126.07,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
22_SO3H_10,3,-80.73,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
23_SO3H_10,3,-80.73,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
24_SO3H_10,3,-80.73,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer sulfonic acid,CDCl3
5_SO3H_11,2,-113.95,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
6_SO3H_11,2,-113.95,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
8_SO3H_11,2,-121.5,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
9_SO3H_11,2,-121.5,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
11_SO3H_11,2,-126.19,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
12_SO3H_11,2,-126.19,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
14_SO3H_11,3,-80.98,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
15_SO3H_11,3,-80.98,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
16_SO3H_11,3,-80.98,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CDCl3
5_SO3H_12,2,-111.92,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
6_SO3H_12,2,-111.92,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
8_SO3H_12,2,-119.86,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
9_SO3H_12,2,-119.86,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
11_SO3H_12,2,-121.7,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
12_SO3H_12,2,-121.7,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
14_SO3H_12,2,-122.67,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
15_SO3H_12,2,-122.67,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
17_SO3H_12,2,-126.08,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
18_SO3H_12,2,-126.08,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
20_SO3H_12,3,-80.74,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
21_SO3H_12,3,-80.74,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
22_SO3H_12,3,-80.74,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexane sulfonamide,CDCl3
5_SO3H_13,2,-111.87,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
6_SO3H_13,2,-111.87,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
8_SO3H_13,2,-119.76,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
9_SO3H_13,2,-119.76,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
11_SO3H_13,2,-121.43,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
12_SO3H_13,2,-121.43,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
14_SO3H_13,2,-121.63,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
15_SO3H_13,2,-121.63,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
17_SO3H_13,2,-121.81,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
18_SO3H_13,2,-121.81,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
20_SO3H_13,2,-122.62,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
21_SO3H_13,2,-122.62,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
23_SO3H_13,2,-126.04,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
24_SO3H_13,2,-126.04,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
26_SO3H_13,3,-80.69,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
27_SO3H_13,3,-80.69,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
28_SO3H_13,3,-80.69,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane sulfonamide,CDCl3
7_SO3H_14,2,-113.17,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
8_SO3H_14,2,-113.17,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
10_SO3H_14,2,-120.55,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
11_SO3H_14,2,-120.55,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
13_SO3H_14,2,-121.72,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
14_SO3H_14,2,-121.72,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
16_SO3H_14,2,-121.88,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
17_SO3H_14,2,-121.88,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
19_SO3H_14,2,-122.02,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
20_SO3H_14,2,-122.02,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
22_SO3H_14,2,-122.82,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
23_SO3H_14,2,-122.82,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
25_SO3H_14,2,-126.24,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
26_SO3H_14,2,-126.24,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
28_SO3H_14,3,-80.95,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
29_SO3H_14,3,-80.95,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
30_SO3H_14,3,-80.95,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",CDCl3
10_SO3H_15,2,-112.33,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
11_SO3H_15,2,-112.33,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
13_SO3H_15,2,-120.39,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
14_SO3H_15,2,-120.39,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
16_SO3H_15,2,-121.64,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
17_SO3H_15,2,-121.64,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
19_SO3H_15,2,-121.82,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
20_SO3H_15,2,-121.82,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
22_SO3H_15,2,-121.99,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
23_SO3H_15,2,-121.99,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
25_SO3H_15,2,-122.8,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
26_SO3H_15,2,-122.8,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
28_SO3H_15,2,-126.22,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
29_SO3H_15,2,-126.22,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
31_SO3H_15,3,-80.93,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
32_SO3H_15,3,-80.93,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
33_SO3H_15,3,-80.93,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)octane-1-sulfonamide",CDCl3
9_SO3H_16,2,-111.8,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
10_SO3H_16,2,-111.8,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
12_SO3H_16,2,-120.55,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
13_SO3H_16,2,-120.55,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
15_SO3H_16,2,-121.66,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
16_SO3H_16,2,-121.66,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
18_SO3H_16,2,-121.82,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
19_SO3H_16,2,-121.82,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
21_SO3H_16,2,-121.99,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
22_SO3H_16,2,-121.99,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
24_SO3H_16,2,-122.79,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyloctane-1-sulfonamide",CDCl3
